Frequency (Hz),Amplitude (dB¦ÌV)
270560000.0,8.148689
271045000.0,8.0620267
271530000.0,8.4917981
272015000.0,8.5834043
272500000.0,8.8012387
272985000.0,7.9082257
273470000.0,8.7948453
273955000.0,7.930206
274440000.0,7.9074399
274925000.0,8.0688398
275410000.0,7.5710065
275895000.0,8.3660733
276380000.0,8.4418637
276865000.0,8.4589536
277350000.0,7.4770505
277835000.0,7.7746122
278320000.0,7.1158368
278805000.0,7.5978238
279290000.0,7.7888867
279775000.0,9.0193326
280260000.0,8.0627133
280745000.0,8.8927228
281230000.0,7.8526075
281715000.0,8.8654325
282200000.0,7.9780805
282685000.0,8.5636594
283170000.0,7.457031
283655000.0,7.3605191
284140000.0,9.0563352
284625000.0,7.7444684
285110000.0,7.9719541
285595000.0,8.8307416
286080000.0,9.4855649
286565000.0,9.9414518
287050000.0,8.030998
287535000.0,7.4498746
288020000.0,7.9166028
288505000.0,7.8964917
288990000.0,8.4742963
289475000.0,7.0820996
289960000.0,8.4306104
290445000.0,8.6816251
290930000.0,7.8586042
291415000.0,8.4991376
291900000.0,9.4923856
292385000.0,8.432327
292870000.0,8.4653165
293355000.0,9.1199872
293840000.0,8.090553
294325000.0,9.4571454
294810000.0,8.3572919
295295000.0,7.9716947
295780000.0,8.5592038
296265000.0,7.8996274
296750000.0,8.7214887
297235000.0,6.5086438
297720000.0,8.5622403
298205000.0,7.81694
298690000.0,7.8250196
299175000.0,9.3476865
299660000.0,8.361984
300145000.0,9.1303174
300630000.0,7.8215406
301115000.0,8.3575742
301600000.0,7.9756314
302085000.0,9.8266751
302570000.0,8.2302014
303055000.0,10.1973416
303540000.0,7.8884961
304025000.0,8.4968412
304510000.0,7.7397077
304995000.0,7.9794843
305480000.0,6.7677457
305965000.0,9.1032636
306450000.0,6.8290479
306935000.0,7.4885022
307420000.0,8.9878232
307905000.0,8.8052518
308390000.0,7.7591397
308875000.0,10.3545835
309360000.0,6.806709
309845000.0,8.0223386
310330000.0,9.0023114
310815000.0,7.2807691
311300000.0,8.455528
311785000.0,8.7908704
312270000.0,8.9378659
312755000.0,8.0838468
313240000.0,8.7269208
313725000.0,8.4088208
314210000.0,8.2227857
314695000.0,8.0491254
315180000.0,9.0313489
315665000.0,7.7436216
316150000.0,7.8822095
316635000.0,8.2613141
317120000.0,8.1993863
317605000.0,9.272453
318090000.0,7.9344098
318575000.0,8.8156583
319060000.0,8.9192044
319545000.0,8.7245099
320030000.0,9.258949
320515000.0,8.4850156
321000000.0,8.6174543
321485000.0,7.87767
321970000.0,8.6218488
322455000.0,8.4511335
322940000.0,9.5975721
323425000.0,7.5807798
323910000.0,8.3907392
324395000.0,7.8905408
324880000.0,9.0273969
325365000.0,8.0075299
325850000.0,8.4011228
326335000.0,8.6498258
326820000.0,8.4586484
327305000.0,7.4002835
327790000.0,7.4172742
328275000.0,7.9830243
328760000.0,9.1039426
329245000.0,8.5907666
329730000.0,6.5731198
330215000.0,7.915817
330700000.0,8.1797559
331185000.0,9.1789853
331670000.0,7.7124631
332155000.0,7.8841855
332640000.0,9.0534131
333125000.0,8.1666562
333610000.0,8.1448972
334095000.0,9.0968167
334580000.0,10.5194928
335065000.0,9.1280057
335550000.0,8.7861631
336035000.0,8.270271
336520000.0,8.6229169
337005000.0,9.0127866
337490000.0,8.2977597
337975000.0,7.8438413
338460000.0,7.9185865
338945000.0,8.2179486
339430000.0,7.7957303
339915000.0,9.5080487
340400000.0,7.4641721
340885000.0,9.4358289
341370000.0,8.1091001
341855000.0,8.7993924
342340000.0,7.7408979
342825000.0,7.4853437
343310000.0,8.8185727
343795000.0,7.9012906
344280000.0,8.0205304
344765000.0,7.7361447
345250000.0,7.3846585
345735000.0,8.612106
346220000.0,10.3452298
346705000.0,8.2543103
347190000.0,7.7106321
347675000.0,9.0702359
348160000.0,9.1144712
348645000.0,8.4177625
349130000.0,8.4070737
349615000.0,7.2899472
350100000.0,8.5609052
350585000.0,8.5806882
351070000.0,9.8286435
351555000.0,7.8197248
352040000.0,8.5196759
352525000.0,8.9359052
353010000.0,8.6416776
353495000.0,7.9505841
353980000.0,8.4067456
354465000.0,8.9110639
354950000.0,8.4267728
355435000.0,8.13961
355920000.0,9.1666181
356405000.0,7.9285733
356890000.0,8.1470716
357375000.0,10.1585614
357860000.0,8.6744992
358345000.0,9.1834409
358830000.0,7.9545896
359315000.0,7.9632795
359800000.0,8.589935
360285000.0,7.3223035
360770000.0,7.4286573
361255000.0,8.5486066
361740000.0,9.3614576
362225000.0,10.517143
362710000.0,7.6958158
363195000.0,7.457565
363680000.0,10.21125
364165000.0,8.5897748
364650000.0,8.1141812
365135000.0,8.5349042
365620000.0,8.1077344
366105000.0,9.4941098
366590000.0,8.5298764
367075000.0,8.7794416
367560000.0,7.6646192
368045000.0,9.82431
368530000.0,7.9356916
369015000.0,10.565231
369500000.0,9.0945661
369985000.0,9.2040708
370470000.0,10.3796155
370955000.0,8.9877164
371440000.0,8.4382932
371925000.0,7.8646009
372410000.0,9.3985135
372895000.0,9.0209882
373380000.0,8.0755307
373865000.0,9.1937177
374350000.0,9.4754865
374835000.0,9.6885907
375320000.0,7.7624814
375805000.0,8.9957883
376290000.0,8.9037015
376775000.0,9.5774381
377260000.0,8.4249875
377745000.0,7.9931943
378230000.0,10.1188428
378715000.0,9.4155042
379200000.0,8.1557157
379685000.0,8.4826123
380170000.0,9.2321469
380655000.0,8.2350919
381140000.0,8.900665
381625000.0,7.8505857
382110000.0,8.1280591
382595000.0,8.8987882
383080000.0,8.3730771
383565000.0,8.3286664
384050000.0,8.7258222
384535000.0,8.7547452
385020000.0,8.3390348
385505000.0,9.3857953
385990000.0,8.1816709
386475000.0,8.2525937
386960000.0,8.373367
387445000.0,8.2818906
387930000.0,7.8690412
388415000.0,7.8971631
388900000.0,9.2650296
389385000.0,9.1968381
389870000.0,9.4502332
390355000.0,8.3436505
390840000.0,8.7414777
391325000.0,8.4118039
391810000.0,9.6001203
392295000.0,8.7831647
392780000.0,8.6985166
393265000.0,9.3751981
393750000.0,8.7121045
394235000.0,9.1053846
394720000.0,9.8500669
395205000.0,9.9729612
395690000.0,9.0931165
396175000.0,8.8458707
396660000.0,8.888992
397145000.0,10.7951886
397630000.0,10.0229871
398115000.0,9.6545484
398600000.0,8.6794812
399085000.0,8.5034711
399570000.0,7.9895932
400055000.0,8.6740262
400540000.0,9.3951566
401025000.0,8.2201612
401510000.0,7.5202253
401995000.0,8.7059552
402480000.0,7.7066724
402965000.0,8.2907788
403450000.0,8.8799436
403935000.0,9.7525022
404420000.0,8.7951657
404905000.0,8.1608197
405390000.0,9.4855649
405875000.0,8.4601285
406360000.0,8.84568
406845000.0,9.6011426
407330000.0,9.294235
407815000.0,9.5856397
408300000.0,8.0949704
408785000.0,7.6010282
409270000.0,8.761482
409755000.0,9.0335843
410240000.0,9.5725324
410725000.0,7.6928632
411210000.0,8.7848432
411695000.0,8.894531
412180000.0,8.6352536
412665000.0,8.8207166
413150000.0,10.7227246
413635000.0,9.2769696
414120000.0,9.107414
414605000.0,7.9218289
415090000.0,9.3974912
415575000.0,8.4184262
416060000.0,8.5022885
416545000.0,7.9355313
417030000.0,8.3553998
417515000.0,8.2139966
418000000.0,8.4150388
418485000.0,8.4840238
418970000.0,8.3265454
419455000.0,9.7888333
419940000.0,9.6597898
420425000.0,8.4694898
420910000.0,9.8210141
421395000.0,8.7145002
421880000.0,9.754852
422365000.0,9.8511274
422850000.0,8.9115216
423335000.0,9.2454373
423820000.0,9.9659497
424305000.0,9.9440992
424790000.0,7.9450757
425275000.0,8.6164395
425760000.0,7.9884412
426245000.0,8.4227979
426730000.0,8.7739179
427215000.0,9.1631009
427700000.0,9.5464475
428185000.0,7.7456662
428670000.0,9.1356809
429155000.0,9.4707791
429640000.0,8.4272153
430125000.0,8.2851789
430610000.0,8.6817701
431095000.0,8.391937
431580000.0,8.3279416
432065000.0,8.6835477
432550000.0,9.7655332
433035000.0,7.5948331
433520000.0,8.7077176
434005000.0,8.8863217
434490000.0,8.4195249
434975000.0,8.2383496
435460000.0,8.0664212
435945000.0,8.7021558
436430000.0,9.9297406
436915000.0,10.3579328
437400000.0,9.0833356
437885000.0,9.3219449
438370000.0,11.1806485
438855000.0,9.0820691
439340000.0,9.5356824
439825000.0,9.0245206
440310000.0,8.8221738
440795000.0,11.1102979
441280000.0,9.4212262
441765000.0,9.2585523
442250000.0,8.7260816
442735000.0,9.0136029
443220000.0,8.137222
443705000.0,10.5002439
444190000.0,9.048393
444675000.0,9.923721
445160000.0,8.5081327
445645000.0,10.0043714
446130000.0,8.0474774
446615000.0,9.6223752
447100000.0,9.1177442
447585000.0,9.8196408
448070000.0,9.7554624
448555000.0,10.0059049
449040000.0,8.4184491
449525000.0,8.7711103
450010000.0,8.5699384
450495000.0,9.4076612
450980000.0,9.7811734
451465000.0,8.887222
451950000.0,11.7713239
452435000.0,8.6461637
452920000.0,7.7460477
453405000.0,10.0994489
453890000.0,9.3923566
454375000.0,10.1004865
454860000.0,8.3807981
455345000.0,8.5437162
455830000.0,8.8907773
456315000.0,9.4938047
456800000.0,8.8459317
457285000.0,8.8393933
457770000.0,8.8412625
458255000.0,9.0026548
458740000.0,8.1384503
459225000.0,11.0751187
459710000.0,8.6945722
460195000.0,8.4530484
460680000.0,10.6765287
461165000.0,10.4247434
461650000.0,9.5880963
462135000.0,11.2755506
462620000.0,9.4065854
463105000.0,9.2146451
463590000.0,7.9829404
464075000.0,8.6385877
464560000.0,9.3781049
465045000.0,10.2527921
465530000.0,10.2030255
466015000.0,9.5547101
466500000.0,9.6368634
466985000.0,9.6456754
467470000.0,10.313461
467955000.0,8.8072049
468440000.0,9.8142316
468925000.0,9.8645093
469410000.0,7.9079435
469895000.0,8.8134763
470380000.0,9.6139295
470865000.0,11.0187528
471350000.0,8.8032376
471835000.0,8.6483075
472320000.0,10.7425611
472805000.0,8.8665998
473290000.0,10.1001432
473775000.0,8.9319303
474260000.0,9.7252423
474745000.0,9.8423535
475230000.0,8.9699094
475715000.0,9.1017911
476200000.0,10.7595975
476685000.0,10.4281308
477170000.0,9.6206891
477655000.0,8.9102552
478140000.0,8.3106076
478625000.0,9.7458341
479110000.0,9.8151929
479595000.0,8.8128659
480080000.0,9.0758588
480565000.0,8.3896176
481050000.0,8.7789609
481535000.0,8.3967664
482020000.0,8.9451673
482505000.0,9.4703672
482990000.0,9.7056729
483475000.0,9.0553434
483960000.0,9.9792249
484445000.0,8.9146421
484930000.0,8.796745
485415000.0,8.596626
485900000.0,9.6369245
486385000.0,9.3612287
486870000.0,9.0330274
487355000.0,8.8618772
487840000.0,10.0294339
488325000.0,8.6684262
488810000.0,10.0491941
489295000.0,9.5003354
489780000.0,9.4742734
490265000.0,11.644653
490750000.0,8.8892438
491235000.0,9.3131253
491720000.0,9.5881269
492205000.0,10.3841703
492690000.0,9.4250638
493175000.0,9.7435453
493660000.0,8.8041913
494145000.0,9.4662091
494630000.0,8.8886945
495115000.0,8.8363874
495600000.0,9.797981
496085000.0,8.5231549
496570000.0,9.5096433
497055000.0,9.352638
497540000.0,9.2410581
498025000.0,8.951637
498510000.0,8.7424848
498995000.0,9.9383924
499480000.0,8.6025083
499965000.0,8.1326062
500450000.0,9.8749768
500935000.0,7.7242276
501420000.0,8.393768
501905000.0,9.6826932
502390000.0,7.9470212
502875000.0,8.3544461
503360000.0,9.0291135
503845000.0,8.0015103
504330000.0,9.8456494
504815000.0,9.0834653
505300000.0,8.9109952
505785000.0,7.1124494
506270000.0,10.284744
506755000.0,9.3638303
507240000.0,7.878082
507725000.0,7.9297254
508210000.0,9.8168027
508695000.0,9.1136472
509180000.0,9.0240705
509665000.0,8.5050428
510150000.0,8.4909284
510635000.0,8.7779004
511120000.0,9.3390119
511605000.0,7.9083783
512090000.0,8.9119718
512575000.0,9.5191419
513060000.0,7.5151746
513545000.0,7.3975141
514030000.0,8.7252118
514515000.0,8.2005994
515000000.0,9.407356
515485000.0,8.89978
515970000.0,8.1713864
516455000.0,9.3622281
516940000.0,8.5050733
517425000.0,7.913429
517910000.0,9.160774
518395000.0,10.4472425
518880000.0,7.7491529
519365000.0,9.6452634
519850000.0,9.0791242
520335000.0,7.5720441
520820000.0,9.5900724
521305000.0,7.8565061
521790000.0,8.6712491
522275000.0,7.1087644
522760000.0,8.8843152
523245000.0,7.8263089
523730000.0,8.3158643
524215000.0,8.6833341
524700000.0,9.6711957
525185000.0,9.3325193
525670000.0,7.5582502
526155000.0,8.3361356
526640000.0,7.1641385
527125000.0,8.4792325
527610000.0,7.6816861
528095000.0,8.2886808
528580000.0,8.3606183
529065000.0,8.0717618
529550000.0,8.3801267
530035000.0,7.9229734
530520000.0,9.618675
531005000.0,8.9810102
531490000.0,6.9155576
531975000.0,8.4053189
532460000.0,9.5092008
532945000.0,7.6332395
533430000.0,8.0172727
533915000.0,8.13858
534400000.0,8.3859555
534885000.0,8.3568647
535370000.0,8.2675321
535855000.0,8.1201398
536340000.0,7.9506986
536825000.0,8.3300855
537310000.0,8.1293485
537795000.0,9.3587873
538280000.0,8.7833478
538765000.0,8.553703
539250000.0,7.841232
539735000.0,8.6208875
540220000.0,8.6989591
540705000.0,7.5771024
541190000.0,9.1825788
541675000.0,9.0775296
542160000.0,7.3563687
542645000.0,8.6530835
543130000.0,8.5137174
543615000.0,9.7432096
544100000.0,8.9032514
544585000.0,8.0308759
545070000.0,9.2215116
545555000.0,8.8309476
546040000.0,9.1190641
546525000.0,9.4265363
547010000.0,9.2288282
547495000.0,7.5545957
547980000.0,8.0685575
548465000.0,8.4051053
548950000.0,8.768768
549435000.0,8.686836
549920000.0,8.2609632
550405000.0,8.4745328
550890000.0,9.4995954
551375000.0,9.1444471
551860000.0,9.1552579
552345000.0,8.6466291
552830000.0,8.5867536
553315000.0,9.6259839
553800000.0,7.6330716
554285000.0,7.2821195
554770000.0,7.8721692
555255000.0,8.6096799
555740000.0,9.7003476
556225000.0,8.0087506
556710000.0,8.4577863
557195000.0,8.0947263
557680000.0,10.3500058
558165000.0,9.5600431
558650000.0,8.2255475
559135000.0,7.3641278
559620000.0,7.6997449
560105000.0,7.9534452
560590000.0,7.8199002
561075000.0,9.7620389
561560000.0,8.8197324
562045000.0,7.474838
562530000.0,8.4710538
563015000.0,7.6189878
563500000.0,7.9013517
563985000.0,7.105499
564470000.0,9.5480039
564955000.0,8.1479642
565440000.0,8.271156
565925000.0,9.5425794
566410000.0,9.070503
566895000.0,7.9268109
567380000.0,7.5791471
567865000.0,8.7241742
568350000.0,8.7562253
568835000.0,8.6219556
569320000.0,9.1394803
569805000.0,9.1437986
570290000.0,8.7130506
570775000.0,8.1147687
571260000.0,8.327377
571745000.0,8.834892
572230000.0,8.9427945
572715000.0,7.8635404
573200000.0,8.6433332
573685000.0,9.8832318
574170000.0,8.9183576
574655000.0,8.1359784
575140000.0,8.6978299
575625000.0,9.506416
576110000.0,7.8039624
576595000.0,8.8094632
577080000.0,7.2670819
577565000.0,8.0236356
578050000.0,9.3801496
578535000.0,8.295181
579020000.0,8.3779904
579505000.0,8.3585279
579990000.0,9.041084
580475000.0,7.9754331
580960000.0,7.9867932
581445000.0,8.4372556
581930000.0,9.3684232
582415000.0,8.1826474
582900000.0,9.0756452
583385000.0,7.6430814
583870000.0,7.9453504
584355000.0,7.3852155
584840000.0,8.7716291
585325000.0,8.0253064
585810000.0,7.9852826
586295000.0,7.4711988
586780000.0,9.3348996
587265000.0,7.4489743
587750000.0,7.5979535
588235000.0,8.0155255
588720000.0,9.0880201
589205000.0,8.2545468
589690000.0,8.4344098
590175000.0,9.6932294
590660000.0,9.1544492
591145000.0,9.1770856
591630000.0,7.7297208
592115000.0,8.4987104
592600000.0,8.7008588
593085000.0,8.9937284
593570000.0,8.5003049
594055000.0,7.7383344
594540000.0,9.1658933
595025000.0,8.5625302
595510000.0,8.4970777
595995000.0,8.0351865
596480000.0,7.8329694
596965000.0,9.3314664
597450000.0,9.6268308
